2 0.000000
4 0.001000
6 0.005000
8 0.017000
10 0.053000
12 0.127000
14 0.283000
16 0.589000
18 1.110000
20 2.012000
22 3.536000
24 5.754000
26 9.345000
28 14.314000
30 21.549000
32 32.099000
34 46.355000
36 64.715000
38 89.788000
