2 0.000000
4 0.001000
6 0.010000
8 0.019000
10 0.026000
12 0.050000
14 0.087000
16 0.137000
18 0.212000
20 0.308000
22 0.439000
24 0.602000
26 0.796000
28 1.045000
30 1.341000
32 1.681000
34 2.069000
36 2.498000
38 3.074000
