2 0.000000
4 0.001000
6 0.004000
8 0.011000
10 0.029000
12 0.058000
14 0.112000
16 0.198000
18 0.330000
20 0.537000
22 0.851000
24 1.252000
26 1.838000
28 2.712000
30 3.764000
32 5.209000
34 7.236000
36 9.760000
38 13.542000
